company_ID,company_Name,federalState,source,reason,trial_starts_at,trial_ends_at,company_created_at,company_Status,subTypeId,company_status_simple,no_user
C_3160ca82e1c1,C_ef131c008f74,Rheinland-Pfalz,null,null,2022-11-14 13:39:30.391,2023-01-01 13:39:30.391,2022-11-14 13:39:30.393232,ACTIVE,T_261633459b54,ACTIVE,false
C_8b391db2f616,C_71f3c7c22d0e,Baden-Württemberg,null,null,2022-12-06 10:33:37.544,2023-01-05 10:33:37.544,2022-12-06 10:33:37.54565,ACTIVE,T_261633459b54,ACTIVE,false
C_d1cd73b81035,C_79c2d0dda1db,null,null,,2022-12-06 10:59:08.713,2023-01-05 10:59:08.713,2022-12-06 10:59:08.715192,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a39b4cb21056,C_01a2db128292,Hessen,null,null,2022-12-06 11:02:31.243,2023-01-05 11:02:31.243,2022-12-06 11:02:31.244904,ACTIVE,T_261633459b54,ACTIVE,false
C_6dd1b1c51148,C_3a6d0067940f,Sachsen,null,null,2022-12-11 14:00:26.782,2023-01-20 14:00:26.782,2022-12-11 14:00:26.789173,ACTIVE,T_261633459b54,ACTIVE,false
C_2f606cb6f9aa,C_7b9fc5f2e0ab,null,null,,2022-12-13 17:11:16.22,2023-01-12 17:11:16.22,2022-12-13 17:11:16.227056,ANONYMIZED,T_261633459b54,INACTIVE,false
C_55ad43034a86,C_9b3e485c9f16,null,null,,2022-12-14 05:18:59.139,2023-01-13 05:18:59.139,2022-12-14 05:18:59.140213,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1fe704c0889b,C_0bb904a24bdf,null,null,,2022-12-15 17:51:13.445,2023-01-14 17:51:13.445,2022-12-15 17:51:13.445193,ANONYMIZED,T_261633459b54,INACTIVE,false
C_da2c90e3330f,C_1b18629353d6,null,null,,2022-12-17 16:59:57.848,2023-01-16 16:59:57.848,2022-12-17 16:59:57.848309,ANONYMIZED,T_261633459b54,INACTIVE,false
C_dbd779b36bfe,C_124a76e462ee,null,website,,2022-12-21 10:00:38.362,2023-01-20 10:00:38.362,2022-12-21 10:00:38.362405,ANONYMIZED,T_261633459b54,INACTIVE,false
C_71e8fbc5008b,C_c190dcc06e8d,null,recommend,,2022-12-23 06:39:41.351,2023-02-05 06:39:41.351,2022-12-23 06:39:41.352364,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d5fc742235bb,C_12d6f8b4de64,null,search-engine,,2022-12-28 19:04:40.655,2023-01-27 19:04:40.655,2022-12-28 19:04:40.655996,ANONYMIZED,T_261633459b54,INACTIVE,false
C_17ad2ad1c2e3,C_b1646216feb2,null,search-engine,,2023-01-04 11:12:17.286,2023-01-04 11:12:17.286,2023-01-04 11:12:17.278812,ANONYMIZED,T_261633459b54,INACTIVE,false
C_68a9a851d830,C_6a61c75f0704,null,search-engine,,2023-01-05 12:25:40.302,2023-02-04 12:25:40.302,2023-01-05 12:25:40.302558,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3031b105ed10,C_3edce4356943,null,recommend,,2023-01-06 12:11:53.305,2023-02-05 12:11:53.305,2023-01-06 12:11:53.306275,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f9caf7350e85,C_f7751b151a50,null,search-engine,,2023-01-07 11:29:11.904,2023-02-06 11:29:11.904,2023-01-07 11:29:11.905521,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c29ab0ccbfbb,C_e709a51531d0,Sachsen,other,null,2023-01-16 07:27:40.241,2023-02-15 07:27:40.241,2023-01-16 07:27:40.243255,ACTIVE,T_261633459b54,ACTIVE,false
C_68df3a08fb36,C_2aa7f80aa61b,null,trade-journel,,2023-01-17 10:05:28.282,2023-02-16 10:05:28.282,2023-01-17 10:05:28.286595,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d1cf643b8824,C_094d85f4429c,null,recommend,,2023-01-17 18:54:37.501,2023-02-16 18:54:37.501,2023-01-17 18:54:37.503617,ANONYMIZED,T_261633459b54,INACTIVE,false
C_bcfe56147ddb,C_6b2245b30ade,null,search-engine,,2023-01-17 19:49:29.18,2023-02-16 19:49:29.18,2023-01-17 19:49:29.181846,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b94144bf2600,C_c2f529ebaf33,null,search-engine,,2023-01-19 07:37:59.201,2023-02-18 07:37:59.201,2023-01-19 07:37:59.204914,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3b80ef87a0b5,C_b8432a54215a,null,recommend,,2023-01-23 08:24:01.862,2023-02-22 08:24:01.862,2023-01-23 08:24:01.868139,ANONYMIZED,T_261633459b54,INACTIVE,false
C_332aa6923bca,C_c2850ced4114,null,search-engine,,2023-02-01 18:57:13.19,2023-03-03 18:57:13.19,2023-02-01 18:57:13.191067,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d934f65c4f6f,C_102fb8b74184,null,recommended,,2023-02-07 19:32:24.207,2023-03-09 19:32:24.207,2023-02-07 19:32:24.20589,ANONYMIZED,T_261633459b54,INACTIVE,false
C_26127669dc21,C_d0c4ff264cb6,null,other,,2023-02-13 11:42:16.917,2023-03-15 11:42:16.917,2023-02-13 11:42:16.915988,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1a00b64e4f55,C_64485f1557c8,null,other,,2023-02-15 09:28:27.195,2023-03-17 09:28:27.195,2023-02-15 09:28:27.197753,ANONYMIZED,T_261633459b54,INACTIVE,false
C_acbab3f1ef2b,C_264606361db5,null,search-engine,,2023-02-27 14:39:48.2,2023-03-29 14:39:48.2,2023-02-27 14:39:48.20099,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7a41ad5bddf1,C_b48fc776be79,null,ads,,2023-03-01 08:02:38.402,2023-03-31 08:02:38.402,2023-03-01 08:02:38.401984,ANONYMIZED,T_261633459b54,INACTIVE,false
C_15f2d93e8370,C_52c7eddc44e8,Nordrhein-Westfalen,search-engine,null,2023-03-05 16:51:27.901,2023-04-04 16:51:27.901,2023-03-05 16:51:27.90942,ACTIVE,T_261633459b54,ACTIVE,false
C_da5789148960,C_0be591569389,null,search-engine,,2023-03-06 13:52:22.954,2023-04-05 13:52:22.954,2023-03-06 13:52:22.953328,ANONYMIZED,T_261633459b54,INACTIVE,false
C_587c7b01cdc6,C_c9573c7aa338,null,other,,2023-03-13 17:02:13.698,2023-04-12 17:02:13.698,2023-03-13 17:02:13.698941,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7b21b487d2d1,C_d86549ee9d3f,null,search-engine,,2023-03-18 14:11:27.848,2023-04-17 14:11:27.848,2023-03-18 14:11:27.84817,ANONYMIZED,T_261633459b54,INACTIVE,false
C_61f02d7dbe84,C_eb1cab211b30,null,search-engine,,2023-03-27 16:23:02.429,2023-04-26 16:23:02.429,2023-03-27 16:23:02.432912,ANONYMIZED,T_261633459b54,INACTIVE,false
C_407c1e7c947b,C_617ab15e7ed3,null,recommended,,2023-03-29 09:23:21.827,2023-04-28 09:23:21.827,2023-03-29 09:23:21.82772,ANONYMIZED,T_261633459b54,INACTIVE,false
C_50e0d94d849d,C_bf6c42fb151f,null,ads,,2023-03-29 09:42:51.466,2023-04-28 09:42:51.466,2023-03-29 09:42:51.465404,ANONYMIZED,T_261633459b54,INACTIVE,false
C_97570caa5300,C_9ede4363418c,null,social,,2023-03-29 15:55:27.448,2023-04-28 15:55:27.448,2023-03-29 15:55:27.44974,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b6acda424b9b,C_4c5a05936710,null,search-engine,,2023-03-29 16:29:55.346,2023-04-28 16:29:55.346,2023-03-29 16:29:55.348607,ANONYMIZED,T_261633459b54,INACTIVE,false
C_63ba11de98b0,C_218a3f0c7635,null,ads,,2023-03-30 10:31:16.082,2023-04-29 10:31:16.082,2023-03-30 10:31:16.083836,ANONYMIZED,T_261633459b54,INACTIVE,false
C_68bab9e9fdef,C_6a5e6bcbb774,null,trade-journal,,2023-03-30 11:57:33.541,2023-04-29 11:57:33.541,2023-03-30 11:57:33.539138,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ce2a4c594dbb,C_46c75c26908f,null,search-engine,,2023-04-10 05:47:41.95,2023-05-10 05:47:41.95,2023-04-10 05:47:41.950751,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7311fd648ff4,C_ee49a777c8d1,null,social,,2023-04-11 03:34:37.544,2023-05-11 03:34:37.544,2023-04-11 03:34:37.546083,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7ffa9c8eacad,C_5ae77a7abb55,Bayern,search-engine,null,2023-04-11 10:05:56.496,2023-07-18 00:05:56.496,2023-04-11 10:05:56.497445,ACTIVE,T_261633459b54,ACTIVE,false
C_c379284c7113,C_94c7a5887825,null,website,,2023-04-11 14:21:19.329,2023-05-11 14:21:19.329,2023-04-11 14:21:19.330334,ANONYMIZED,T_261633459b54,INACTIVE,false
C_517f070dc563,C_4c451ce6011b,null,other,,2023-04-16 11:32:47.735,2023-05-16 11:32:47.735,2023-04-16 11:32:47.740585,ANONYMIZED,T_261633459b54,INACTIVE,false
C_705de0c1227b,C_587d4f4c077f,null,website,,2023-04-18 19:52:01.585,2023-05-18 19:52:01.585,2023-04-18 19:52:01.587493,ANONYMIZED,T_261633459b54,INACTIVE,false
C_70b176e7acd7,C_f0e31e6596a8,Bayern,recommended,null,2023-04-19 10:43:55.659,2023-05-19 10:43:55.659,2023-04-19 10:43:55.664024,ACTIVE,T_261633459b54,ACTIVE,false
C_7d87d08f55bf,C_ba0055b09556,null,trade-journal,,2023-04-24 07:28:25.978,2023-05-24 07:28:25.978,2023-04-24 07:28:25.981397,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f88cf91dc5ef,C_83ae26b947a5,null,other,,2023-04-25 08:31:24.584,2023-05-25 08:31:24.584,2023-04-25 08:31:24.585604,ANONYMIZED,T_261633459b54,INACTIVE,false
C_23b46e05e3fb,C_ab9ea8bede06,null,other,,2023-04-26 18:04:48.163,2023-05-26 18:04:48.163,2023-04-26 18:04:48.166638,ANONYMIZED,T_261633459b54,INACTIVE,false
C_95f99105e33f,C_c375c6468722,null,other,,2023-04-28 14:23:02.255,2023-05-28 14:23:02.255,2023-04-28 14:23:02.257584,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c4fae19d22dc,C_041832b3fe2c,null,other,,2023-05-02 08:05:16.863,2023-06-01 08:05:16.863,2023-05-02 08:05:16.86492,ANONYMIZED,T_261633459b54,INACTIVE,false
C_8c69fb87fa11,C_7b869f8867e2,null,search-engine,,2023-05-02 08:25:01.357,2023-06-01 08:25:01.357,2023-05-02 08:25:01.359277,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2ed1b15cac9a,C_850a0bb59d63,null,search-engine,,2023-05-02 18:57:07.565,2023-06-01 18:57:07.565,2023-05-02 18:57:07.567468,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b2f7fb059ae7,C_d7e3636f02f8,null,trade-journal,,2023-05-05 10:00:09.458,2023-06-04 10:00:09.458,2023-05-05 10:00:09.459671,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d6f5fd311b58,C_24446c8d6722,null,search-engine,,2023-05-06 18:42:43.057,2023-06-05 18:42:43.057,2023-05-06 18:42:43.058501,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e39d59842c21,C_d612f6e60e3e,Thüringen,search-engine,null,2023-05-08 08:52:02.269,2023-06-07 08:52:02.269,2023-05-08 08:52:02.273275,ACTIVE,T_261633459b54,ACTIVE,false
C_72ef0e4cb818,C_24f329a69215,null,other,,2023-05-09 09:52:28.819,2023-06-08 09:52:28.819,2023-05-09 09:52:28.820539,ANONYMIZED,T_261633459b54,INACTIVE,false
C_42a752a962e0,C_726d91d5f28d,Rheinland-Pfalz,social,null,2023-05-11 12:07:56.085,2023-06-10 12:07:56.085,2023-05-11 12:07:56.086933,INACTIVE,T_261633459b54,INACTIVE,false
C_ddcda094a6fd,C_bb03145fc1b4,null,recommended,,2023-05-12 13:07:39.139,2023-06-11 13:07:39.139,2023-05-12 13:07:39.137914,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e962af0f970f,C_472a1380eb50,null,ads,,2023-05-16 11:02:02.388,2023-06-15 11:02:02.388,2023-05-16 11:02:02.390798,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c576599d6f30,C_ca3f6910620a,null,search-engine,,2023-05-18 15:22:14.598,2023-06-17 15:22:14.598,2023-05-18 15:22:14.599626,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3df7710f8253,C_94f440241926,null,recommended,,2023-05-19 11:15:02.461,2023-06-18 11:15:02.461,2023-05-19 11:15:02.462846,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9fc6ef9f5a41,C_0bb2182c0c1f,null,search-engine,,2023-05-20 12:57:23.229,2023-06-19 12:57:23.229,2023-05-20 12:57:23.231851,ANONYMIZED,T_261633459b54,INACTIVE,false
C_d8b26e4b5998,C_97241908047c,null,trade-journal,,2023-05-21 07:45:34.796,2023-06-20 07:45:34.796,2023-05-21 07:45:34.797778,ANONYMIZED,T_261633459b54,INACTIVE,false
C_58acb3c36375,C_98068fd34e65,null,other,,2023-05-21 12:31:29.118,2023-06-20 12:31:29.118,2023-05-21 12:31:29.12043,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5b09bf97f779,C_c8964b9ebb1d,null,other,,2023-05-22 10:00:42.846,2023-06-21 10:00:42.846,2023-05-22 10:00:42.828005,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4d745e4be1d9,C_75f1ce507b34,null,search-engine,,2023-05-22 10:12:55.17,2023-06-21 10:12:55.17,2023-05-22 10:12:55.143108,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7e6283cf6962,C_38fca2a8cab8,null,search-engine,,2023-05-27 12:38:32.493,2023-06-26 12:38:32.493,2023-05-27 12:38:32.495355,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2f676c693e03,C_b68e78deac44,Niedersachsen,search-engine,null,2023-05-30 08:48:39.705,2023-06-29 08:48:39.705,2023-05-30 08:48:39.704973,ACTIVE,T_261633459b54,ACTIVE,false
C_00a845b35e9b,C_642f855cc82b,null,social,,2023-06-07 18:22:27.423,2023-07-07 18:22:27.423,2023-06-07 18:22:27.425522,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4db60c86a724,C_1ba8b27ce915,null,search-engine,,2023-06-08 18:13:37.64,2023-07-08 18:13:37.64,2023-06-08 18:13:37.643037,ANONYMIZED,T_261633459b54,INACTIVE,false
C_90f2829bbb82,C_9ab983ff28d2,null,website,,2023-06-13 09:24:12.931,2023-07-13 09:24:12.931,2023-06-13 09:24:12.932148,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fd0445473535,C_758e9eeaf986,null,search-engine,,2023-06-15 06:24:22.529,2023-07-15 06:24:22.529,2023-06-15 06:24:22.528085,ANONYMIZED,T_261633459b54,INACTIVE,false
C_49bf135afd5d,C_5f472b807d53,Baden-Württemberg,social,null,2023-06-15 11:09:31.271,2023-07-18 00:00:59.999,2023-06-15 11:09:31.271939,ACTIVE,T_261633459b54,ACTIVE,false
C_2f2e85a96dfc,C_0f7091aaa0e3,null,other,,2023-06-19 09:31:18.133,2023-07-19 09:31:18.133,2023-06-19 09:31:18.138764,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7d81f5fb0025,C_42f5c4ba023e,null,recommended,,2023-06-20 06:40:41.606,2023-07-20 06:40:41.606,2023-06-20 06:40:41.609679,ANONYMIZED,T_261633459b54,INACTIVE,false
C_bd414d37fe4c,C_ea1815f8d77e,null,search-engine,,2023-06-26 07:09:14.814,2023-07-26 07:09:14.814,2023-06-26 07:09:14.817024,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b5746be227cc,C_f725fda1182c,null,search-engine,,2023-06-29 19:53:44.71,2023-07-29 19:53:44.71,2023-06-29 19:53:44.712522,ANONYMIZED,T_261633459b54,INACTIVE,false
C_14d496fac0ed,C_2e2f6f3c350b,null,social,,2023-07-02 06:46:25.244,2023-08-01 06:46:25.244,2023-07-02 06:46:25.247225,ANONYMIZED,T_261633459b54,INACTIVE,false
C_8fa942b4dae3,C_53e3629d54e2,Baden-Württemberg,search-engine,null,2023-07-03 09:59:43.843,2023-08-02 09:59:43.843,2023-07-03 09:59:43.820581,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e57463d736fd,C_d474c2046f30,null,search-engine,,2023-07-03 17:21:42.029,2023-08-02 17:21:42.029,2023-07-03 17:21:42.030014,ANONYMIZED,T_261633459b54,INACTIVE,false
C_59319d010164,C_1b2891c6710f,null,other,,2023-07-04 09:38:26.061,2023-08-03 09:38:26.061,2023-07-04 09:38:26.061927,ANONYMIZED,T_261633459b54,INACTIVE,false
C_8e1a3b86d410,C_c716025b8d0a,null,search-engine,,2023-07-06 17:53:00.768,2023-08-05 17:53:00.768,2023-07-06 17:53:00.768165,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b54fb66700cc,C_c84d413f1041,null,search-engine,,2023-07-14 07:42:30.974,2023-08-13 07:42:30.974,2023-07-14 07:42:30.976627,ANONYMIZED,T_261633459b54,INACTIVE,false
C_27978f3b36f4,C_9064f81ae5d9,null,search-engine,,2023-07-15 07:21:50.744,2023-08-14 07:21:50.744,2023-07-15 07:21:50.74792,ANONYMIZED,T_261633459b54,INACTIVE,false
C_b19edb12bb39,C_19931fb6294b,null,search-engine,,2023-07-16 02:19:15.354,2023-08-15 02:19:15.354,2023-07-16 02:19:15.357358,ANONYMIZED,T_261633459b54,INACTIVE,false
C_8a4a19ad67bb,C_20ae456fe92d,null,ads,,2023-07-16 14:26:52.046,2023-08-15 14:26:52.046,2023-07-16 14:26:52.046761,ANONYMIZED,T_261633459b54,INACTIVE,false
C_68aae68411c1,C_78d22bf42191,null,social,,2023-07-17 06:20:41.542,2023-08-16 06:20:41.542,2023-07-17 06:20:41.543582,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5d00c5ef2e95,C_e8d38ffcb587,null,search-engine,,2023-07-18 11:10:25.216,2023-08-17 11:10:25.216,2023-07-18 11:10:25.22064,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7b0c7251d068,C_a1fd866309f0,null,search-engine,,2023-07-19 08:10:47.287,2023-08-18 08:10:47.287,2023-07-19 08:10:47.288806,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7f7df7b78756,C_1bc75f6aae52,null,social,,2023-07-20 15:23:04.988,2023-08-19 15:23:04.988,2023-07-20 15:23:04.990874,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c4f1b36ab09f,C_34cfa5b63f7b,null,recommended,,2023-07-21 08:11:15.549,2023-08-20 08:11:15.549,2023-07-21 08:11:15.554184,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9b5f72d05196,C_416afe03787c,null,search-engine,,2023-07-22 17:43:03.046,2023-08-21 17:43:03.046,2023-07-22 17:43:03.047384,ANONYMIZED,T_261633459b54,INACTIVE,false
C_daa757a555a9,C_65159c26439a,Nordrhein-Westfalen,search-engine,null,2023-07-23 13:53:27.657,2023-08-22 13:53:27.657,2023-07-23 13:53:27.65782,ACTIVE,T_261633459b54,ACTIVE,false
C_99e298ee9cc3,C_08f56ed5e9f4,null,other,,2023-07-27 22:40:23.219,2023-08-26 22:40:23.219,2023-07-27 22:40:23.2207,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a7c7ec17a30d,C_d9b40e8410cb,null,search-engine,,2023-07-28 21:00:38.747,2023-08-27 21:00:38.747,2023-07-28 21:00:38.748515,ANONYMIZED,T_261633459b54,INACTIVE,false
C_a025fb6cc50a,C_e5be0c8b13e2,null,search-engine,,2023-07-31 05:41:05.725,2023-08-30 05:41:05.725,2023-07-31 05:41:05.727932,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c75e2b3b7a9a,C_82a479dca624,null,recommended,,2023-07-31 09:06:04.866,2023-08-30 09:06:04.866,2023-07-31 09:06:04.868069,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fb74f17b2814,C_8653897aff9f,null,search-engine,,2023-08-01 04:25:38.425,2023-08-31 04:25:38.425,2023-08-01 04:25:38.426318,ANONYMIZED,T_261633459b54,INACTIVE,false
C_7edefcc7dd23,C_96f0bcb00875,null,social,,2023-08-01 10:56:42.524,2023-08-31 10:56:42.524,2023-08-01 10:56:42.524838,ANONYMIZED,T_261633459b54,INACTIVE,false
C_6381023d12b1,C_8001b9bc6ba4,null,search-engine,,2023-08-01 11:35:19.346,2023-09-15 11:35:19.346,2023-08-01 11:35:19.347789,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3361702d780d,C_478bcd3dcb4e,null,search-engine,,2023-08-01 16:11:45.8,2023-08-31 16:11:45.8,2023-08-01 16:11:45.800641,ANONYMIZED,T_261633459b54,INACTIVE,false
C_75970f1c1e1e,C_3b71a9659394,null,search-engine,,2023-08-02 14:16:15.285,2023-09-01 14:16:15.285,2023-08-02 14:16:15.290587,ANONYMIZED,T_261633459b54,INACTIVE,false
C_132afc956d8c,C_154d3850b445,null,search-engine,,2023-08-02 19:36:53.53,2023-09-01 19:36:53.53,2023-08-02 19:36:53.53122,ANONYMIZED,T_261633459b54,INACTIVE,false
C_4b75f7abcd5d,C_c08639baad49,null,search-engine,,2023-08-05 18:23:54.213,2023-09-04 18:23:54.213,2023-08-05 18:23:54.215532,ANONYMIZED,T_261633459b54,INACTIVE,false
C_5b6119d4cc31,C_4567bee80104,null,search-engine,,2023-08-06 08:32:05.718,2023-09-05 08:32:05.718,2023-08-06 08:32:05.71932,ANONYMIZED,T_261633459b54,INACTIVE,false
C_58aae47a5773,C_10fbad751a18,Nordrhein-Westfalen,search-engine,null,2023-08-06 11:14:17.287,2023-09-05 11:14:17.287,2023-08-06 11:14:17.293228,INACTIVE,T_261633459b54,INACTIVE,false
C_f318d7cf782a,C_f14cfab004ac,null,search-engine,,2023-08-06 11:30:27.644,2023-09-05 11:30:27.644,2023-08-06 11:30:27.646528,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e4ae27f2e302,C_456325b8d0ef,null,search-engine,,2023-08-07 07:19:00.207,2023-09-06 07:19:00.207,2023-08-07 07:19:00.210043,ANONYMIZED,T_261633459b54,INACTIVE,false
C_996b2b260006,C_291d961916c3,null,search-engine,,2023-08-07 21:14:05.611,2023-09-06 21:14:05.611,2023-08-07 21:14:05.61186,ANONYMIZED,T_261633459b54,INACTIVE,false
C_97d07376946c,C_b58c068697f9,null,search-engine,,2023-08-08 08:16:29.702,2023-09-07 08:16:29.702,2023-08-08 08:16:29.704034,ANONYMIZED,T_261633459b54,INACTIVE,false
C_426c8aea7c77,C_ad830311d17d,null,search-engine,,2023-08-08 18:43:53.081,2023-09-07 18:43:53.081,2023-08-08 18:43:53.079835,ANONYMIZED,T_261633459b54,INACTIVE,false
C_ee81a2bfd8db,C_ad37c94854fe,null,search-engine,,2023-08-09 07:01:20.249,2023-09-08 07:01:20.249,2023-08-09 07:01:20.248243,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e254437a785a,C_8f567d41382d,null,search-engine,,2023-08-10 09:36:24.429,2023-09-09 09:36:24.429,2023-08-10 09:36:24.428529,ANONYMIZED,T_261633459b54,INACTIVE,false
C_eb43d55062f6,C_bf7b5eec5ebb,null,recommended,,2023-08-11 12:16:27.633,2023-09-10 12:16:27.633,2023-08-11 12:16:27.634327,ANONYMIZED,T_261633459b54,INACTIVE,false
C_82b558082607,C_3beb546d5dd0,null,search-engine,,2023-08-13 11:23:54.751,2023-09-12 11:23:54.751,2023-08-13 11:23:54.753425,ANONYMIZED,T_261633459b54,INACTIVE,false
C_e1c47372ca5b,C_0ba7b5820cd0,null,ads,,2023-08-13 17:40:56.738,2023-09-12 17:40:56.738,2023-08-13 17:40:56.738233,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3d99d016197d,C_0996a1ce8b37,null,search-engine,,2023-08-13 20:06:53.612,2023-09-12 20:06:53.612,2023-08-13 20:06:53.614477,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1625c88b2e67,C_79f099309afd,null,search-engine,,2023-08-14 16:30:13.695,2023-09-13 16:30:13.695,2023-08-14 16:30:13.697568,ANONYMIZED,T_261633459b54,INACTIVE,false
C_1c479bee97ad,C_66b298c217eb,null,search-engine,,2023-08-15 12:32:41.315,2023-09-14 12:32:41.315,2023-08-15 12:32:41.315357,ANONYMIZED,T_261633459b54,INACTIVE,false
C_231269ba465f,C_897d4b93582f,null,website,,2023-08-15 14:34:53.605,2023-09-14 14:34:53.605,2023-08-15 14:34:53.610267,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f0078e251c33,C_da52516c63bb,null,search-engine,,2023-08-16 04:11:08.207,2023-09-15 04:11:08.207,2023-08-16 04:11:08.2085,ANONYMIZED,T_261633459b54,INACTIVE,false
C_fbef286b7128,C_dfe4547a2f4c,null,search-engine,,2023-08-16 16:24:58.458,2023-09-15 16:24:58.458,2023-08-16 16:24:58.462103,ANONYMIZED,T_261633459b54,INACTIVE,false
C_19913626081c,C_884ff1cafe6f,null,search-engine,,2023-08-16 20:32:30.299,2023-09-15 20:32:30.299,2023-08-16 20:32:30.300378,ANONYMIZED,T_261633459b54,INACTIVE,false
C_13dba477d45b,C_085121e67be2,null,search-engine,,2023-08-17 09:37:56.66,2023-09-16 09:37:56.66,2023-08-17 09:37:56.661084,ANONYMIZED,T_261633459b54,INACTIVE,false
C_c9e219dcd8ba,C_357dce006d06,null,search-engine,,2023-08-17 11:45:41.508,2023-09-16 11:45:41.508,2023-08-17 11:45:41.506206,ANONYMIZED,T_261633459b54,INACTIVE,false
C_00a553552520,C_2005684ac6f0,null,email,,2023-08-17 19:46:57.758,2023-09-16 19:46:57.758,2023-08-17 19:46:57.756764,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9dd843f1398c,C_353889dc93c1,null,search-engine,,2023-08-18 12:01:51.564,2023-09-17 12:01:51.564,2023-08-18 12:01:51.564869,ANONYMIZED,T_261633459b54,INACTIVE,false
C_bab2427a28d8,C_e2cad16053a3,null,search-engine,,2023-08-18 22:15:28.745,2023-09-17 22:15:28.745,2023-08-18 22:15:28.745449,ANONYMIZED,T_261633459b54,INACTIVE,false
C_3e87e2b8ffd6,C_86e025e96b53,null,search-engine,,2023-08-18 22:27:22.587,2023-09-17 22:27:22.587,2023-08-18 22:27:22.585392,ANONYMIZED,T_261633459b54,INACTIVE,false
C_9baff160725b,C_98c3ef9de09e,null,search-engine,,2023-08-19 07:30:27.164,2023-09-18 07:30:27.164,2023-08-19 07:30:27.166654,ANONYMIZED,T_261633459b54,INACTIVE,false
C_2e9e636c4e00,C_dfb7b9597d0b,Thüringen,search-engine,null,2023-08-20 09:33:18.558,2023-09-19 09:33:18.558,2023-08-20 09:33:18.560474,ACTIVE,T_261633459b54,ACTIVE,false
C_442bc35f7b8a,C_506b5a121c3c,null,recommended,,2023-08-21 20:42:57.901,2023-09-20 20:42:57.901,2023-08-21 20:42:57.902071,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f97bdfcccb08,C_dafd8a1fdd36,null,search-engine,,2023-08-23 10:10:07.755,2023-09-22 10:10:07.755,2023-08-23 10:10:07.756216,ANONYMIZED,T_261633459b54,INACTIVE,false
C_f85cdeca5230,C_48f7e1a30891,Schleswig-Holstein,search-engine,null,2023-08-24 13:54:35.394,2023-09-23 13:54:35.394,2023-08-24 13:54:35.395231,ACTIVE,T_261633459b54,ACTIVE,false
C_8246decd3aa3,C_7886de27d921,null,search-engine,,2023-08-25 13:30:23.804,2023-09-24 13:30:23.804,2023-08-25 13:30:23.808112,ANONYMIZED,T_261633459b54,INACTIVE,false
