course_id1,course_name,course_duration_in_min,course_description,course_status,course_rbp,course_cne_available,course_cme_available
CRS_bc47921867f4,Hygiene - Schutz vor Ansteckung (Leichte Sprache),30.0,"Dieser Kurs erklärt, wie Krankheiten übertragen werden.",ARCHIVED,1,false,false
CRS_23bd6439a989,Arbeitsschutz Basisschulung - Lerneinheit,15.0,In diesem Kurs erhalten Sie grundlegendes Wissen zum Arbeitsschutzsystem in Deutschland.,RELEASED,null,false,false
CRS_640fbcdff31f,Nosokomiale Infektionen - Lerneinheit Nosokomiale Pneumonie,0.25,"In diesem Kurs erfahren Sie N&auml;heres zur Bedeutung nosokomialer Pneumonien, deren Entstehung, Risikofaktoren und geeigneten Pr&auml;ventionsma&szlig;nahmen. Die Inhalte dieses Kurses sind an die entsprechenden themenspezifischen Empfehlungen des RKI angelehnt. Dieser Kurs ist nicht vertont.",RELEASED,0,false,false
CRS_636099616e61,Nosokomiale Infektionen - Lerneinheit Postoperative Wundinfektionen,0.25,"Dieser Kurs soll Ihnen die Gefahr einer postoperativen Wundinfektion verdeutlichen, n&auml;here Informationen hierzu vermitteln und Pr&auml;ventionsma&szlig;nahmen aufzeigen. Dieser Kurs ist nicht vertont.",RELEASED,0,false,false
CRS_8dbba0b42db2,Nosokomiale Infektionen - Lerneinheit Nosokomiale Sepsis,0.25,"Dieser Kurs verschafft Ihnen ein Verst&auml;ndnis von nosokomialen Infektionen, sodass Sie im praktischen Arbeitsalltag die Pr&auml;ventionsma&szlig;nahmen verstehen und umsetzen k&ouml;nnen. Dieser Kurs ist nicht vertont.",RELEASED,0,false,false
CRS_b5e7dc025ff8,Deeskalation - Richtiges Verhalten üben (ohne Audio),0.25,"Sie sind eine Pflegefachperson auf einer psychiatrischen Akutstation. Sie werden sich in einem typischen Szenario finden, das w&auml;hrend jeder Schicht passieren kann. Wie es sich entwickelt, liegt an Ihnen.<br />
In diesem Kurs k&ouml;nnen Sie Deeskalationstechniken &uuml;ben. Erkennen Sie verbale und nonverbale Eskalationshinweise bei Menschen und lernen Sie, wie Sie sie positiv beeinflussen k&ouml;nnen, um die Situation zu entsch&auml;rfen.",RELEASED,null,true,false
CRS_6bd54c94e33d,Hygiene - Übertragungsbasierte Infektionsprävention,0.25,"Manchmal ist der Einsatz der Standardhygienema&szlig;nahmen nicht ausreichend, um die Ausbreitung eines Erregers zu verhindern. In diesen F&auml;llen sind zus&auml;tzliche &uuml;bertragungsbasierte pr&auml;ventive Ma&szlig;nahmen erforderlich.&nbsp;<br />
Dieser Kurs basiert auf der Vorlage &bdquo;Hygiene &ndash; Isolierungsma&szlig;nahmen im Krankenhaus&ldquo;. Er zeigt Ihnen m&ouml;gliche &Uuml;bertragungswege von Krankheitserregern und die passenden Schutzma&szlig;nahmen, um diese Wege zu unterbinden.&nbsp;Die Inhalte dieses Kurses sind an die entsprechenden themenspezifischen Empfehlungen des RKI angelehnt.",RELEASED,0,false,false
CRS_1664bf12b133,Hygiene - Übertragungsbasierte Infektionsprävention (ohne Audio),0.25,"Manchmal ist der Einsatz der Standardhygienema&szlig;nahmen nicht ausreichend, um die Ausbreitung eines Erregers zu verhindern. In diesen F&auml;llen sind zus&auml;tzliche &uuml;bertragungsbasierte pr&auml;ventive Ma&szlig;nahmen erforderlich.&nbsp;<br />
Dieser Kurs basiert auf der Vorlage &bdquo;Hygiene &ndash; Isolierungsma&szlig;nahmen im Krankenhaus&ldquo;. Er zeigt Ihnen m&ouml;gliche &Uuml;bertragungswege von Krankheitserregern und die passenden Schutzma&szlig;nahmen, um diese Wege zu unterbinden.&nbsp;Die Inhalte dieses Kurses sind an die entsprechenden themenspezifischen Empfehlungen des RKI angelehnt.",RELEASED,0,false,false
CRS_dadff18c47e8,Arbeitsschutz für pflegerisches und medizinisches Personal im Krankenhaus - Lerneinheit ohne Audio,0.5,"Dieser Kurs ist f&uuml;r Krankenh&auml;user geeignet und richtet sich an pflegerisches und &auml;rztliches Personal.<br />
Der Kurs vermittelt, wie Sie sicher arbeiten und bei Unf&auml;llen und Gesundheitssch&auml;den richtig handeln. Sie lernen Sicherheits- und Gesundheitsrisiken kennen und erfahren, wie Sie z. B. Sturz- und Stolperunf&auml;lle verhindern, sicher mit scharfen und spitzen Gegenst&auml;nden umgehen und Ihre Hautgesundheit sch&uuml;tzen. Dar&uuml;ber hinaus erfahren Sie, wie Sie auf aggressives Verhalten anderer deeskalierend einwirken k&ouml;nnen.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig, z. B. j&auml;hrlich. Beachten Sie neben den Inhalten in diesem Kurs auch einrichtungsspezifische Regelungen und Verfahrensanweisungen zum Arbeitsschutz.",RELEASED,1,false,false
CRS_83a93d272747,Arbeitsschutz für pflegerisches und medizinisches Personal im Krankenhaus - Lerneinheit,0.5,"Dieser Kurs ist f&uuml;r Krankenh&auml;user geeignet und richtet sich an pflegerisches und &auml;rztliches Personal.<br />
Der Kurs vermittelt, wie Sie sicher arbeiten und bei Unf&auml;llen und Gesundheitssch&auml;den richtig handeln. Sie lernen Sicherheits- und Gesundheitsrisiken kennen und erfahren, wie Sie z. B. Sturz- und Stolperunf&auml;lle verhindern, sicher mit scharfen und spitzen Gegenst&auml;nden umgehen und Ihre Hautgesundheit sch&uuml;tzen. Dar&uuml;ber hinaus erfahren Sie, wie Sie auf aggressives Verhalten anderer deeskalierend einwirken k&ouml;nnen.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig, z. B. j&auml;hrlich. Beachten Sie neben den Inhalten in diesem Kurs auch einrichtungsspezifische Regelungen und Verfahrensanweisungen zum Arbeitsschutz.",RELEASED,1,false,false
CRS_dfbcd3df403d,Arbeitsschutz für Service- und Logistikpersonal im Krankenhaus - Lerneinheit (ohne Audio),0.5,"Dieser Kurs richtet sich an Service- und Logistikpersonal in Krankenh&auml;usern.<br />
Der Kurs vermittelt, wie Sie sicher arbeiten und bei Unf&auml;llen und Gesundheitssch&auml;den richtig handeln. Sie lernen Sicherheits- und Gesundheitsrisiken kennen und erfahren, wie Sie z. B. Sturz- und Stolperunf&auml;lle verhindern, sicher mit scharfen und spitzen Gegenst&auml;nden umgehen, richtig Heben und Tragen und Ihre Hautgesundheit sch&uuml;tzen.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig, z. B. j&auml;hrlich. Beachten Sie neben den Inhalten in diesem Kurs auch einrichtungsspezifische Regelungen und Verfahrensanweisungen zum Arbeitsschutz.",RELEASED,1,false,false
CRS_38578a70d6f1,Arbeitsschutz für Service- und Logistikpersonal im Krankenhaus - Lerneinheit,0.5,"Dieser Kurs richtet sich an Service- und Logistikpersonal in Krankenh&auml;usern.<br />
Der Kurs vermittelt, wie Sie sicher arbeiten und bei Unf&auml;llen und Gesundheitssch&auml;den richtig handeln. Sie lernen Sicherheits- und Gesundheitsrisiken kennen und erfahren, wie Sie z. B. Sturz- und Stolperunf&auml;lle verhindern, sicher mit scharfen und spitzen Gegenst&auml;nden umgehen, richtig Heben und Tragen und Ihre Hautgesundheit sch&uuml;tzen.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig, z. B. j&auml;hrlich. Beachten Sie neben den Inhalten in diesem Kurs auch einrichtungsspezifische Regelungen und Verfahrensanweisungen zum Arbeitsschutz.",RELEASED,1,false,false
CRS_ded11b1aa542,Arbeitsschutz - Lerneinheit Umgang mit Zytostatika (ohne Audio),0.5,"Zytostatika sind Arzneimittel zur Bek&auml;mpfung von Krebserkrankungen. Sie werden auch in anderen Bereichen der Medizin, z. B. in der Rheumatologie eingesetzt. Zytostatika sind aber auch Gefahrstoffe, die selbst krebserzeugend sein k&ouml;nnen. Da Sie t&auml;glich Kontakt mit Zytostatika haben, wenn Sie sie applizieren oder transportieren, brauchen Sie Informationen, wie Sie sich und Ihre Kolleg*innen vor einer Kontamination mit diesen Stoffen sch&uuml;tzen.",RELEASED,1,false,false
CRS_b1fb5a18fa5b,Datenschutz - Lerneinheit für Pflegende im Krankenhaus (ohne Audio),0.5,"Durch die Einhaltung des Datenschutzrechts und der beruflichen Verschwiegenheitspflicht sch&uuml;tzen Sie nicht nur Daten, sondern auch die Pers&ouml;nlichkeitsrechte der Personen, die hinter diesen Daten stehen.&nbsp;Dieser Aufbaukurs gibt Pflegenden im Krankenhaus entscheidende Hinweise zur Einhaltung des Datenschutzes im praktischen Arbeitsalltag.",RELEASED,1,false,false
CRS_31c4b07d9596,Datenschutz - Lerneinheit für Pflegende im Krankenhaus,0.5,"Durch die Einhaltung des Datenschutzrechts und der beruflichen Verschwiegenheitspflicht sch&uuml;tzen Sie nicht nur Daten, sondern auch die Pers&ouml;nlichkeitsrechte der Personen, die hinter diesen Daten stehen.&nbsp;Dieser Aufbaukurs gibt Pflegenden im Krankenhaus entscheidende Hinweise zur Einhaltung des Datenschutzes im praktischen Arbeitsalltag.",RELEASED,1,false,false
CRS_b40fac9353de,Hygiene - Lerneinheit Basisunterweisung (ohne Audio),0.5,"Die Durchf&uuml;hrung von Ma&szlig;nahmen der Basishygiene vermeidet Erreger&uuml;bertragungen und sch&uuml;tzt so Ihre Patient*innen und auch Sie selbst. In dieser Lerneinheit lernen Sie die Grundlagen der Erreger&uuml;bertragung und die H&auml;ndedesinfektion als wichtigste Ma&szlig;nahme der Basishygiene kennen. Basishygiene wird durchgef&uuml;hrt, um die &Uuml;bertragung von Erregern zu vermeiden.&nbsp;Die Inhalte dieses Kurses sind an die entsprechenden themenspezifischen Empfehlungen des RKI angelehnt.",RELEASED,0,false,false
CRS_2709589bb3b8,Gefahrstoffe und Umweltschutz Basisschulung - Lerneinheit ohne Audio,0.5,"Diese Lerneinheit richtet sich an Mitarbeitende in Einrichtungen des Gesundheitswesens mit potenziellem Kontakt zu Gefahrstoffen.&nbsp;<br />
Sie vermittelt Wissen &uuml;ber gef&auml;hrliche Eigenschaften der verschiedenen Gefahrstoffe und die entsprechenden Sicherheitsvorkehrungen beim Umgang mit ihnen. Dazu geh&ouml;rt auch, die Gefahren f&uuml;r Ihre Gesundheit und die Umwelt einsch&auml;tzen zu k&ouml;nnen und Gefahrstoffe sachgerecht zu lagern.<br />
Diese Lerneinheit ersetzt nicht die m&uuml;ndliche, arbeitsplatzspezifische Unterweisung gem&auml;&szlig; Arbeitsschutzgesetz und &sect;14 (2) GefStoffV. Beachten Sie dar&uuml;ber hinaus die in Ihrer Einrichtung g&uuml;ltigen Verfahrensanweisungen und Regelungen im Umgang mit Gefahrstoffen.",RELEASED,0,false,false
CRS_878575988cd5,Hygiene - Lerneinheit Operationsabteilung (ohne Audio),0.5,"<p>Etwa 7 Millionen station&auml;re Patient*innen werden in Deutschland j&auml;hrlich in allgemeinen Krankenh&auml;usern operiert (Destatis, 2017). Operationen und invasive Eingriffe bedeuten zus&auml;tzliche Infektionsgefahren f&uuml;r die Patient*innen und das medizinisch-pflegerische Personal.</p>

<p>Eine zus&auml;tzliche tiefe Eintrittspforte f&uuml;r Erreger entsteht, das Immunsystem der Patient*innen ist m&ouml;glicherweise geschw&auml;cht. Auch die Umst&auml;nde einer Operation und der betroffene K&ouml;rperteil sowie Vorerkrankungen wirken sich direkt auf die Infektionsgefahr aus. Postoperative Infektionen k&ouml;nnen den Krankenhausaufenthalt verl&auml;ngern oder sogar lebensgef&auml;hrlich werden.</p>

<p>Aber auch das Personal im OP-Bereich tr&auml;gt durch den intensiven Kontakt mit Patientenblut und dem K&ouml;rperinneren von Patienten und den Umgang mit spitzen und scharfen Instrumenten ein erh&ouml;htes Risiko.</p>

<p>Im folgenden Kurs lernen Sie, welche speziellen hygienischen Ma&szlig;nahmen Sie im OP-Bereich beachten m&uuml;ssen, um Ihre Patient*innen und sich selbst zu sch&uuml;tzen.</p>",RELEASED,1,false,false
CRS_813ced07c0d0,Transfusion - Lerneinheit für Depotpersonal (ohne Audio),0.5,"Als Mitarbeitende in einem Blutdepot sollten Sie wissen, wie Sie mit den verschiedenen Blutprodukten umgehen m&uuml;ssen, um die Qualit&auml;t dieser wertvollen Produkte zu erhalten. Diese Lerneinheit wird Ihnen hierzu die wichtigsten Informationen geben.",RELEASED,1,false,false
CRS_58422455d190,Transfusion - Lerneinheit für Depotpersonal,0.5,"Als Mitarbeitende in einem Blutdepot sollten Sie wissen, wie Sie mit den verschiedenen Blutprodukten umgehen m&uuml;ssen, um die Qualit&auml;t dieser wertvollen Produkte zu erhalten. Diese Lerneinheit wird Ihnen hierzu die wichtigsten Informationen geben.",RELEASED,1,false,false
CRS_1635ae117100,Zentralvenöse Katheter (ohne Audio),0.5,"Dieser Kurs eignet sich f&uuml;r Einrichtungen im Gesundheitswesen, in denen Menschen mit zentralven&ouml;sen Kathetern, kurz ZVK, behandelt, gepflegt und betreut werden. ZVK werden beispielsweise auf Intensivstationen, in Operationss&auml;len, aber auch zunehmend auf allgemeinen Stationen und im ambulanten Bereich eingesetzt.<br />
Der Kurs richtet sich an pflegerisches und &auml;rztliches Personal, das z.&nbsp;B. Verbandswechsel an einem ZVK durchf&uuml;hrt oder Fl&uuml;ssigkeiten dar&uuml;ber verabreichen muss. Dabei wird grundlegendes Wissen zu diesen Themen und dem Umgang mit den verschiedenen Kathetertypen vermittelt oder aufgefrischt. Die Informationen aus diesem Kurs k&ouml;nnen dar&uuml;ber hinaus helfen, das Risiko f&uuml;r katheterassoziierte Infektionen zu reduzieren.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig. F&uuml;r die genannten Zielgruppen kann z.&nbsp;B. eine j&auml;hrliche Wiederholung dieses Kurses sinnvoll sein.<br />
Beachten Sie neben den Informationen aus diesem Kurs auch die in Ihrer Einrichtung geltenden Hygienekonzepte, Pflegestandards und Verfahrensanweisungen zum Thema.",RELEASED,0,true,false
CRS_df0ba4bccc4d,Zentralvenöse Katheter,0.5,"Dieser Kurs eignet sich f&uuml;r Einrichtungen im Gesundheitswesen, in denen Menschen mit zentralven&ouml;sen Kathetern, kurz ZVK, behandelt, gepflegt und betreut werden. ZVK werden beispielsweise auf Intensivstationen, in Operationss&auml;len, aber auch zunehmend auf allgemeinen Stationen und im ambulanten Bereich eingesetzt.<br />
Der Kurs richtet sich an pflegerisches und &auml;rztliches Personal, das z.&nbsp;B. Verbandswechsel an einem ZVK durchf&uuml;hrt oder Fl&uuml;ssigkeiten dar&uuml;ber verabreichen muss. Dabei wird grundlegendes Wissen zu diesen Themen und dem Umgang mit den verschiedenen Kathetertypen vermittelt oder aufgefrischt. Die Informationen aus diesem Kurs k&ouml;nnen dar&uuml;ber hinaus helfen, das Risiko f&uuml;r katheterassoziierte Infektionen zu reduzieren.<br />
Viele Einrichtungen schulen dieses Thema regelm&auml;&szlig;ig. F&uuml;r die genannten Zielgruppen kann z.&nbsp;B. eine j&auml;hrliche Wiederholung dieses Kurses sinnvoll sein.<br />
Beachten Sie neben den Informationen aus diesem Kurs auch die in Ihrer Einrichtung geltenden Hygienekonzepte, Pflegestandards und Verfahrensanweisungen zum Thema.",RELEASED,null,true,false
CRS_ec0f52762cfd,Nosokomiale Infektionen - Lerneinheit Prävention der katheterassoziierten Harnwegsinfektion,0.5,"Dieser Kurs zeigt Ihnen die Gefahren, die f&uuml;r den Betroffenen bei einer Anlage eines transurethralen Katheters entstehen. Anhand der KRINKO-Empfehlungen zeigen wir Ihnen, was Sie bei der Anlage, dem Umgang und der Pflege einer Katheteranlage und des Betroffenen beachten m&uuml;ssen.&nbsp;Die Inhalte dieses Kurses sind an die entsprechenden themenspezifischen Empfehlungen des RKI angelehnt. Es werden Ihnen Risikofaktoren und Pr&auml;ventionsma&szlig;nahmen zur Vermeidung einer katheterassoziierten Harnwegsinfektion gezeigt. Dieser Kurs ist nicht vertont.",RELEASED,1,false,false
CRS_6adff9db8f30,Nosokomiale Infektionen - Lerneinheit Hygiene des Intimbereichs und Katheterreinigung,0.5,"<p>F&uuml;hlen sich Menschen sauber und gewaschen, tr&auml;gt das zu ihrem Wohlbefinden bei. Viele Menschen k&ouml;nnen aber die K&ouml;rperhygiene nicht mehr allein ausf&uuml;hren und brauchen dabei Ihre Unterst&uuml;tzung.&nbsp;</p>

<p>Sie sollten daher die richtigen Abl&auml;ufe bei der Intimpflege und der Katheterreinigung kennen, um die Entstehung von Harnwegsinfektionen zu vermeiden. In diesem Kurs lernen Sie, wie man Intimpflege, einschlie&szlig;lich der Katheterreinigung, korrekt durchf&uuml;hrt und wie man einen Katheterbeutel leert.</p>",RELEASED,1,false,false
CRS_ce907bb4f8aa,Aktionsbündnis - Kurs Aktion saubere Hände (ohne Audio),0.5,"In diesem Kurs lernen Sie, wie Sie mit einer korrekt durchgef&uuml;hrten H&auml;ndedesinfektion und dem Einsatz von keimarmen Einmalhandschuhen das Risiko f&uuml;r die &Uuml;bertragung von Krankheitserregern verringern k&ouml;nnen. Die Inhalte orientieren sich dabei an den Empfehlungen der &bdquo;Aktion Saubere H&auml;nde&ldquo;. Die Aktion Saubere H&auml;nde ist ein B&uuml;ndnis mehrerer Institutionen des deutschen Gesundheitswesens. Es will zur Verbreitung und St&auml;rkung der H&auml;ndehygiene in medizinischen und pflegerischen Arbeitsbereichen beitragen.",RELEASED,1,false,false
CRS_f31a6ff76f96,Aktionsbündnis - Kurs Aktion saubere Hände,0.5,"In diesem Kurs lernen Sie, wie Sie mit einer korrekt durchgef&uuml;hrten H&auml;ndedesinfektion und dem Einsatz von keimarmen Einmalhandschuhen das Risiko f&uuml;r die &Uuml;bertragung von Krankheitserregern verringern k&ouml;nnen. Die Inhalte orientieren sich dabei an den Empfehlungen der &bdquo;Aktion Saubere H&auml;nde&ldquo;. Die Aktion Saubere H&auml;nde ist ein B&uuml;ndnis mehrerer Institutionen des deutschen Gesundheitswesens. Es will zur Verbreitung und St&auml;rkung der H&auml;ndehygiene in medizinischen und pflegerischen Arbeitsbereichen beitragen.",RELEASED,1,false,false
CRS_443a7d53b623,Gefahrstoffe und Umweltschutz - Lerneinheit Abfallentsorgung in Gesundheitseinrichtungen (ohne Audio),0.5,"Der schonende Umgang mit Ressourcen ist eine Grundlage f&uuml;r unser Leben. Deshalb ist eine sorgf&auml;ltige Abfallentsorgung wichtig, um Menschen und Umwelt zu sch&uuml;tzen. Bei der Beseitigung von Abf&auml;llen m&uuml;ssen Sie rechtliche und hausinterne Vorgaben beachten.&nbsp;In einer Gesundheitseinrichtung mit zahlreichen Einweg- und Verbrauchsartikeln k&ouml;nnen Abf&auml;lle nicht komplett vermieden werden. Durch eine konsequente M&uuml;lltrennung kann die Grundlage f&uuml;r eine schadlose Beseitigung dieser Abf&auml;lle geschaffen werden.",RELEASED,1,false,false
CRS_6f12c459e9ed,Gefahrstoffe und Umweltschutz - Lerneinheit Abfallentsorgung in Gesundheitseinrichtungen,0.5,"Der schonende Umgang mit Ressourcen ist eine Grundlage f&uuml;r unser Leben. Deshalb ist eine sorgf&auml;ltige Abfallentsorgung wichtig, um Menschen und Umwelt zu sch&uuml;tzen. Bei der Beseitigung von Abf&auml;llen m&uuml;ssen Sie rechtliche und hausinterne Vorgaben beachten.&nbsp;In einer Gesundheitseinrichtung mit zahlreichen Einweg- und Verbrauchsartikeln k&ouml;nnen Abf&auml;lle nicht komplett vermieden werden. Durch eine konsequente M&uuml;lltrennung kann die Grundlage f&uuml;r eine schadlose Beseitigung dieser Abf&auml;lle geschaffen werden.&nbsp;",RELEASED,1,false,false
CRS_7e194d4c948d,Informationssicherheit in der Gesundheitsversorgung (ohne Audio),0.5,"Wir nutzen Informationstechnik, kurz IT, jeden Tag, z. B. mit dem Handy oder Laptop. Auch im Arbeitsalltag werden Informationen vom Krankenbett &uuml;ber das MRT bis hin zum Drucker &uuml;berall verarbeitet. Ihr Arbeitgeber muss eine sichere Informationsverarbeitung gew&auml;hrleisten, damit die medizinische Versorgung problemlos abl&auml;uft. Alle Mitarbeiter*innen, ob im B&uuml;ro, im Service oder im medizinischen Bereich sind daf&uuml;r mitverantwortlich.",RELEASED,1,false,false
CRS_1f9333b127a1,Informationssicherheit in der Gesundheitsversorgung,0.5,"Wir nutzen Informationstechnik, kurz IT, jeden Tag, z. B. mit dem Handy oder Laptop. Auch im Arbeitsalltag werden Informationen vom Krankenbett &uuml;ber das MRT bis hin zum Drucker &uuml;berall verarbeitet. Ihr Arbeitgeber muss eine sichere Informationsverarbeitung gew&auml;hrleisten, damit die medizinische Versorgung problemlos abl&auml;uft. Alle Mitarbeiter*innen, ob im B&uuml;ro, im Service oder im medizinischen Bereich sind daf&uuml;r mitverantwortlich.&nbsp;
<p>&nbsp;</p>",RELEASED,1,false,false
CRS_50d5942080ee,Hygiene - Der Ausbreitung von Infektionen vorbeugen,0.5,"In &nbsp;diesem Kurs zeigen wir Ihnen, auf welchen Wegen Infektionen &uuml;bertragen werden. Sie werden lernen, an welchen Stellen Sie das Risiko f&uuml;r eine &Uuml;bertragung durch Ihr Verhalten reduzieren k&ouml;nnen. So k&ouml;nnen Sie mithelfen, sich selber und die verletzbarsten Menschen unserer Gesellschaft zu sch&uuml;tzen.",RELEASED,0,false,false
CRS_29e517b627e8,Hygiene - Der Ausbreitung von Infektionen vorbeugen (ohne Audio),0.5,"In &nbsp;diesem Kurs zeigen wir Ihnen, auf welchen Wegen Infektionen &uuml;bertragen werden. Sie werden lernen, an welchen Stellen Sie das Risiko f&uuml;r eine &Uuml;bertragung durch Ihr Verhalten reduzieren k&ouml;nnen. So k&ouml;nnen Sie mithelfen, sich selber und die verletzbarsten Menschen unserer Gesellschaft zu sch&uuml;tzen.",RELEASED,0,false,false
CRS_0eb5a8f5fe54,Brandschutz - Kurs für pflegerisches und medizinisches Personal (ohne Audio),0.75,"In diesem Kurs lernen Sie, Brandgefahren fr&uuml;hzeitig zu erkennen und zu vermeiden. Au&szlig;erdem erfahren Sie, mit welchen Ma&szlig;nahmen Sie einen Brand bek&auml;mpfen. So sind Sie im Fall eines Feuers handlungsf&auml;hig und k&ouml;nnen Verletzungen und Sch&auml;den vermeiden oder gering halten.",RELEASED,1,false,false
CRS_b2eb5d9a4aed,Brandschutz - Kurs für pflegerisches und medizinisches Personal,0.75,"In diesem Kurs lernen Sie, Brandgefahren fr&uuml;hzeitig zu erkennen und zu vermeiden. Au&szlig;erdem erfahren Sie, mit welchen Ma&szlig;nahmen Sie einen Brand bek&auml;mpfen. So sind Sie im Fall eines Feuers handlungsf&auml;hig und k&ouml;nnen Verletzungen und Sch&auml;den vermeiden oder gering halten.",RELEASED,1,false,false
CRS_2f74702654b0,Brandschutz - Kurs für Mitarbeitende im Gesundheitswesen (ohne Audio),0.75,"In diesem Kurs lernen Sie, Brandgefahren fr&uuml;hzeitig zu erkennen und zu vermeiden. Au&szlig;erdem erfahren Sie, mit welchen Ma&szlig;nahmen Sie einen Brand bek&auml;mpfen. So sind Sie im Fall eines Feuers handlungsf&auml;hig und k&ouml;nnen Verletzungen und Sch&auml;den vermeiden oder gering halten.",RELEASED,1,false,false
CRS_d89726607bf6,Brandschutz - Kurs für Mitarbeitende im Gesundheitswesen,0.75,"In diesem Kurs lernen Sie, Brandgefahren fr&uuml;hzeitig zu erkennen und zu vermeiden. Au&szlig;erdem erfahren Sie, mit welchen Ma&szlig;nahmen Sie einen Brand bek&auml;mpfen. So sind Sie im Fall eines Feuers handlungsf&auml;hig und k&ouml;nnen Verletzungen und Sch&auml;den vermeiden oder gering halten.",RELEASED,1,false,false
CRS_e4adacfd22a0,Datenschutz - Lerneinheit für ärztliches Personal,0.75,"Durch die Befolgung des Datenschutzrechts und der &auml;rztlichen Schweigepflicht sch&uuml;tzen Sie nicht nur Daten, sondern auch die Pers&ouml;nlichkeitsrechte der Personen, welche hinter diesen Daten stehen. Lernen Sie in diesem Kurs, wie Sie mit den personenbezogenen Daten Ihrer Patient*innen umgehen k&ouml;nnen, ohne dabei das Datenschutzrecht oder die &auml;rztliche Schweigepflicht zu verletzen.",RELEASED,1,false,true
CRS_21b18efc7af9,Datenschutz - Lerneinheit Basiswissen für Mitarbeitende im Krankenhaus (ohne Audio),0.75,"Sobald Informationen gesammelt und gespeichert werden, besteht das Risiko eines unbefugten Zugriffs, Diebstahls oder Missbrauchs dieser Daten.&nbsp;<br />
Das Datenschutzrecht sch&uuml;tzt nicht nur Daten, sondern auch die dazugeh&ouml;rigen Personen.<br />
In dieser Lerneinheit lernen Sie, welche Daten gesch&uuml;tzt werden m&uuml;ssen und unter welchen Umst&auml;nden Daten verarbeitet werden d&uuml;rfen.",RELEASED,1,false,false
CRS_8d6986844cb1,Datenschutz - Lerneinheit Basiswissen für Mitarbeitende im Krankenhaus,0.75,"Sobald Informationen gesammelt und gespeichert werden, besteht das Risiko eines unbefugten Zugriffs, Diebstahls oder Missbrauchs dieser Daten.&nbsp;<br />
Das Datenschutzrecht sch&uuml;tzt nicht nur Daten, sondern auch die dazugeh&ouml;rigen Personen.<br />
In dieser Lerneinheit lernen Sie, welche Daten gesch&uuml;tzt werden m&uuml;ssen und unter welchen Umst&auml;nden Daten verarbeitet werden d&uuml;rfen.",RELEASED,1,false,false
CRS_1cda1299a2c5,Transfusion - Lerneinheit für ärztliches Personal,0.75,"In dieser Lerneinheit erfahren Sie, was Sie vor, w&auml;hrend und nach einer Transfusion beachten m&uuml;ssen. Dieser Kurs ist nicht vertont.<br />
<br />
Dieser Kurs kann durch die kurze Strukturierung der Inhalte und Anwendung von praxisbezogenen Fallbeispielen einen Mehrwert f&uuml;r &Auml;rzt*innen bieten und ist CME-akkreditiert. Die Detailtiefe der Inhalte ist jedoch nicht f&uuml;r fach&auml;rztliches Personal zu diesem Thema ausgelegt.",RELEASED,1,false,true
CRS_916655c485e0,Transfusion - Lerneinheit für Pflegefachpersonal (ohne Audio),0.75,"In dieser Lerneinheit erfahren Sie, was Sie in Bezug auf Dokumentation, Transport- und Lagerbedingungen sowie Patientenbeobachtung bei einer Transfusion beachten m&uuml;ssen.",RELEASED,1,true,false
CRS_d158e5eb43b9,Transfusion - Lerneinheit für Pflegefachpersonal,0.75,"In dieser Lerneinheit erfahren Sie, was Sie in Bezug auf Dokumentation, Transport- und Lagerbedingungen sowie Patientenbeobachtung bei einer Transfusion beachten m&uuml;ssen.",RELEASED,1,true,false
CRS_d0b865024e6c,Transfusion - Lerneinheit Basisschulung (ohne Audio),0.75,"Die Transfusion von Blutpr&auml;paraten ist, richtig eingesetzt, eine lebensrettende Ma&szlig;nahme.&nbsp;<br />
Lebensrettend kann die Transfusion nur werden, wenn Mitarbeitende im Blutdepot, Pflegende und die transfundierenden &Auml;rzt*innen zusammenarbeiten. Sie m&uuml;ssen wissen, was im Rahmen einer geplanten Transfusion zu tun ist.<br />
In dieser Lerneinheit werden Ihnen zun&auml;chst einige Grundlagen zum Thema Transfusion vermittelt. In sp&auml;teren Lerneinheiten gehen wir auf die konkrete Anwendung ein.",RELEASED,1,true,false
CRS_7bf17eb7532c,Transfusion - Lerneinheit Basisschulung,0.75,"Die Transfusion von Blutpr&auml;paraten ist, richtig eingesetzt, eine lebensrettende Ma&szlig;nahme.&nbsp;<br />
Lebensrettend kann die Transfusion nur werden, wenn Mitarbeitende im Blutdepot, Pflegende und die transfundierenden &Auml;rzt*innen zusammenarbeiten. Sie m&uuml;ssen wissen, was im Rahmen einer geplanten Transfusion zu tun ist.<br />
<br />
Dieser Kurs kann durch die kurze Strukturierung der Inhalte und Anwendung von praxisbezogenen Fallbeispielen einen Mehrwert f&uuml;r &Auml;rzt*innen bieten und ist CME-akkreditiert. Die Detailtiefe der Inhalte ist jedoch nicht f&uuml;r fach&auml;rztliches Personal zu diesem Thema ausgelegt.",RELEASED,1,true,true
